name,"Number of Reviews, Minimum Nights Correl",minNights,Total Reviews
"Luxury Stay - Claridge House, Two Queen Room",104.0,1,104
Hidden Gem in South Logan Square,104.0,1,104
4BDRM Gorgeous Apt Pilsen Private Parking avail,104.0,2,209
Andersonville Cozy 1 bedroom basement suite,104.0,2,208
Entire Unique Home in Edison Park,104.0,3,313
Cozy Studio Apt. Home--5 Min. to U of C,104.0,2,209
The Chapel: Great family spot,104.0,2,208
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",103.0,1,103
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",103.0,1,103
201 Studio Free fast wifi  Private Bathroom,103.0,1,103
Historic Coach House Cottage,103.0,2,206
West Town Living in a Bright and Private Room,103.0,1,103
2 King Bed Condo Easy Downtown Free Street Parking,103.0,2,207
Easily accessible Uptown room,103.0,1,103
Modern 1BR/2BA Logan Square Condo,103.0,2,206
Cozy Single-Family Home near University of Chicago,103.0,1,103
"Pilsen Modernist, Creative, Lightfilled Loft",102.0,2,205
"Superb 2BR Old Town APT, PRIME LOCATION!(+Parking)",102.0,2,205
Heart of Bucktown,102.0,2,205
Fashionable Room w/ full bathroom - FREE PARKING!,101.0,1,101
Bright & Spacious Noble Square Loft,101.0,2,203
"Edgewater, private, charming coach house 1 (of 2) Licensed by the City of Chicago 2209375",101.0,1,101
"Rad, Sunny, Mid-Century House w/ Parking & Laundry",101.0,1,101
Architect Designed Logan Square 2BR 2BA Blue Line!,100.0,1,100
"5min to Wrigley, Aragon | Quiet Workdesk | Zencity",100.0,1,100
Blackbeard Wheat Room,100.0,1,100
Comfort & Clean!! 15 min ORD/Dwntwn1 & Parking,100.0,2,200
Chicago Bungalow near Wrigley Field w/ King Suite,100.0,2,200
Entire 1st Floor Apt near O'Hare/ORD & Blue Line,100.0,2,201
Classic Chicago Private Sunny Home Roscoe Village & Wrigley,100.0,2,200
"Beautiful 1-bedroom, 1-bathroom Bucktown Apartment",100.0,2,200
Spacious & Stylish Home at the ♥ of Wicker Park,100.0,2,201
Gorgeous Penthouse with Stunning Views from Private Rooftop,100.0,2,200
Well Lit Modern Complete 1BR Easy Walk to Shops,99.0,1,99
Comfy and Clean 3 bedroom in Logan Square,99.0,2,199
Room in Charming House near O'hare airport,99.0,1,99
"King Bed, Huge Spa and Steam Shower, Dining Destination",99.0,3,299
Roscoe Village One Bed Lux Apartment  Near Wrigley,99.0,2,198
"Home base 1 near O' Hare ORD, Rosemont",99.0,1,99
Northside Chicago Favorite with parking!,99.0,2,199
Charming Home in Chicago,99.0,2,199
"Close to Wrigley, full furnished studio",98.0,1,98
Cutest 2BR in Logan with Free Parking & Garden,98.0,1,98
WESTERN AVE ARTISTS LOFTS- Park Free,98.0,3,296
"Newly Renovated, Spacious Urban Getaway",98.0,2,196
Urban Lincoln Park hideout w/free street parking!,98.0,2,196
"Cozy Humbolt Park Apt, Minutes to Downtown Chicago",98.0,3,294
The Grand Kimball Lodge - Perfect Logan Square Getaway!,97.0,1,97
Cozy Cottage Room,97.0,1,97
"Newly Renovated•Stylish, Comfy & Close to Downtown",97.0,2,194
Mike and Angie’s Nest,97.0,1,97
"Trendy Wicker Park with parking, sleeps up to 5",97.0,2,195
B3 - Chicago Next to Downtown - Room,97.0,2,194
CLEAN Cozy Vintage Chicago Apartment near Downtown,97.0,3,293
Cozy quarters steps away from the lakefront,97.0,2,194
Humboldt Park Traveler's Lodge,97.0,4,391
The Avondale Guesthouse,97.0,2,195
Modern 1bdr close to Wrigley|Downtown|Andersonvill,96.0,1,96
MAG MILE 2/2 w/ Lake VIEWS! (+Rooftop),96.0,2,192
Bright and Open Apartment,96.0,2,192
"Cozy, Modern Apartment near Transit",96.0,1,96
Independence Park Place,96.0,1,96
"Top floor great space, safe & easy commute",96.0,2,193
"Haddon Hideaway, a cozy room in a Landmark Cottage",96.0,2,193
Cozy Fresh Bedroom for Travel Lover,96.0,1,96
Entire Home -- Easy Walk to UofC/ L station/ Metra,96.0,1,96
Centrally located Apartment near Fulton Market,96.0,1,96
中唐【303】Chinatown (Private bedroom),96.0,2,193
Downtown Urban Oasis 3BR + Huge Deck & Parking!,96.0,2,192
Sunny Apartment Just 2 Blocks from Wrigley and Boystown,95.0,2,191
"⚡️NEW! Modern & Spacious, 10min to ORD, 20 to DT❤️",95.0,2,191
05c. Twin Futon in Common Space,95.0,1,95
"Clean, sunny and spacious!",95.0,1,95
Private Studio walking distance to Wrigley Field,94.0,1,94
Spacious 4 BR Duplex near the 606- Great Location!,94.0,2,189
The Garden on Wayne,94.0,2,188
The Upscale Getaway Near Downtown,94.0,2,188
Art Collector's Greystone Apt.  (Support a Cause),94.0,1,94
Logan Square Modern Vintage Garden,94.0,3,282
Elegant 3BR/1BA Apartment Suite,93.0,2,186
5 min from midway airport & sleeps 7,92.0,1,92
The 6 corner Gem,92.0,1,92
2BR+parking btwn ORD&Downtown. quiet. Walkscore 93,92.0,2,185
中唐【305】Chinatown,92.0,2,184
Spacious apartment in Logan Square,92.0,2,185
The Magnificent Milestone (2BR),91.0,1,91
⭐ PRIVATE FLOOR ❤️ Safety Place ❤️ Free Parking⭐,91.0,2,183
MAG MILE 2/2 Gold Coast Gem (+Parking/Rooftop),91.0,2,182
"Private entry, patio, and great location!",91.0,2,182
Unique Lincoln Park Duplex Apt,91.0,4,367
Affordable Old Irving Park Apartment,90.0,1,90
"Fort Washington Railway Room, King Bed, Sofa Bed",90.0,1,90
Cozy place close to downtown Chicago!,90.0,1,90
The Lakefront Lookout (2BR),89.0,1,89
Kasa | Bring the Family to South Loop | Chicago,89.0,3,267
Modern Apartment w/ a Classic Chicago Movie Theme!,89.0,2,178
Relaxing and Sunny Apartment in Pilsen,89.0,2,179
ThePARADISE/8mMidway20mDowntownQuietArea.FreeWiffi,89.0,2,178
Private Room in Luxury Old Town Home,89.0,1,89
"Skylights, King Bed, 2 bedrooms",89.0,2,178
Renovated Designer Apartment in Heart of Lincoln Square,89.0,3,267
Stylish Studio in Historic Logan Square,89.0,2,179
Lakeview Penthouse-Vic/Wrigley/DePaul w/pkg,89.0,2,178
Sonder The Plymouth | Superior Three-Bedroom Apartment,88.0,3,265
Comfy/Private Entry & Bath/Free Parking - Win Win!,88.0,2,176
Super clean and family-friendly 3-bdrm entire apt,88.0,2,177
"Edgewater, private, charming coach house 2 (of 2) Licensed by the City of Chicago 2209376",88.0,1,88
Historic Pullman Home-Style Comfort & Great Locale,88.0,2,177
"Spacious home 5BR/2BH, 10 min downtown w/parking",88.0,2,177
Great Edgewater/Andersonville Suite,88.0,2,176
Modern Loft Duplex in a 1904 Former Factory,88.0,3,266
Room with large private balcony,88.0,2,177
Casa Corazón (E) near Rush / UIC,88.0,2,177
LARGE Private 1BR/Full Bath near U of Chicago,88.0,4,355
"Cozy 1 bdr in Ravenswood,close to Wrigley|Downtown",87.0,1,87
New Spot in West Town,87.0,1,87
Family Suite,87.0,1,87
Gritty Chic River North -- ACME Hotel,87.0,1,87
Bright Condo in the Center of Vibrant Wicker Park!,87.0,1,87
Prime New House Perfect for your stay,87.0,1,87
Massive Old Town home steps to Wells St & Beach,87.0,1,87
J2.Next to Downtown!By bus to go straight Downtown,87.0,2,174
B5- Next to Downtown Chicago - Private Room,87.0,2,174
Spacious and Cozy Logan Square Apartment,87.0,2,174
Basic accomodation equipped for short terms stays.,86.0,1,86
"Cozy,bright,quiet  entire 2 bedroom remodeled apt.",86.0,2,172
Great Place to Stay in Logan Square by 606 Trail!,86.0,1,86
Lakeview home close to Wrigley,86.0,2,172
Your get-away to Canaryville in Chicago (unit 1R),85.0,2,170
Cozy Ukrainian Village Two Bedroom Apartment,85.0,2,170
中唐 【306】,85.0,2,170
Cozy Logan Square 2 Bedroom Guest Space,85.0,2,170
Cozy Room for One In The Company of Cats -Blueline,85.0,1,85
Wrigleyville Charm,85.0,2,170
Private Queen Bed and En Suite Bath,85.0,2,171
Beautiful West Lakeview location,85.0,2,171
Cozy Studio walking distance Wrigleyfield/Boystown,84.0,1,84
Entirely Private Suite - Urban Oasis - Pilsen/UIC,84.0,1,84
Comfortable Room Five Min Walk to Blue Line/ RM 5,84.0,1,84
Hyde Park/UC Newly Renovated Private Room #3,84.0,1,84
🥇⭐️BEAUTIFUL 420FRIENDLY& PRIVATE KICKBACK LOCATION,84.0,1,84
BERNARD CHATEAU - LOGAN SQUARE,84.0,2,169
⭐|Stylish|Comfy|Lincoln Sq.| 2BR |✨|Near Wrigley|⭐,84.0,2,168
Boystown Experience: Two Bedroom Apartment!,84.0,2,169
Hip Chicago Condo in fun shopping and dining area,84.0,1,84
Charming Cozy Master Bedroom for Travel Lover,84.0,1,84
Stunning 4BR/2BA Condo in Hyde Park - free parking,84.0,2,169
中唐【302】Chinatown,84.0,2,168
Pilsen flat with private office and outdoor space,84.0,3,254
"Spacious 4-Level Townhouse, Close to Everything",84.0,2,168
Private Northside Chicago Apt Near Transit & Beach,84.0,2,169
Charming Gold Coast One-Bedroom Near Downtown!,83.0,1,83
Clean & Comfortable 2 Bed Bordering Humboldt Park!,83.0,1,83
✨|Beautiful|Comfy|1br|✨LincolnSq.|Near Wrigley| ✨,83.0,2,167
J1.Next to Downtown!By bus to go straight Downtown,83.0,2,167
WELCOME TO NANCY'S PAD!,83.0,2,166
"Free Parking, rehabbed and Close to Downtown!",83.0,2,167
"Cozy Cot 2720 
NOT A PRIVATE ROOM",83.0,2,167
Casa Louisa,83.0,1,83
Relax & Walk to Wrigley Field from this Comfy Home,83.0,2,166
Super Cozy Bed/Bath in Awesome Andersonville Home!,83.0,3,250
Andersonville - Perfect location!,83.0,3,250
Gritty Chic River North + ACME Hotel,82.0,1,82
Gritty Chic River North ** ACME hotel,82.0,1,82
Hyde Park/UC Newly Renovated Private Room #1,82.0,1,82
Cozy Spacious Condo Sleeps 6,82.0,2,165
City View Room,82.0,1,82
Dream 2720,82.0,2,165
Spacious Bedroom in Modern Condo w/private bath,82.0,1,82
Best Location *Patio  *Parking *Fireplace,82.0,2,165
"The Noble Farmhouse, Sunlit with Private Garden in West Town",82.0,2,165
Gorgeous Modern Previewed On The Deed Chicago,82.0,1,82
Stunning Old Town Penthouse with Private Rooftop,82.0,2,165
Quirky Bucktown Loft w/ Parking NO PARTIES,82.0,2,164
Cabin #301 at 747 Lofts,81.0,1,81
⭐️ Cute & Cozy Chicago Condo⭐️,81.0,1,81
"Private Unit001, McCormick,Chinatown,SOX,GrantPark",81.0,1,81
Fulton Market Industrial Modern Designer Loft,81.0,1,81
Luxurious Top Floor Apartment,81.0,2,162
"⭐️ Comfy Bedroom near Train, Grocery & Nightlife ⭐️",81.0,2,163
Luxury River West Townhome with Garage,81.0,2,162
💎COOL420 FRIENDLY 2 BD QUEEN SIZED LOFT IN PILSEN,80.0,1,80
Vibrant studio at Uptown close to RedLine,80.0,1,80
"1BR Perfect Home in the City, Close to Everything",80.0,1,80
"A Stylish, sundrenched Chicago Ravenswood Flat",80.0,2,160
Steps to DePaul Campus | Walkup + W&D | Zencity,80.0,1,80
Modern,80.0,2,160
*AVERS-Albany Park 2BR Updated Condo North Chicago,80.0,2,161
Attic cozy guests suite near South Loop in Chicago,80.0,2,161
Urban Chic Apartment by the Magnificent Mile,80.0,2,161
Charming 2BR on Quiet Street Close to the Action,80.0,2,161
Rooms in Vintage-Style Lincoln Square Condominium,80.0,2,161
"Contemporary, private suite w fireplace",80.0,4,321
"Modern studio at Uptown by Red Line,Aragon,Riviera",79.0,1,79
Tones' Comfort Stay near the U of Chgo,79.0,1,79
Hyde Park/UC Newly Renovated Private Room #2,79.0,1,79
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",79.0,2,158
Stylish Penthouse w/Private Rooftop,79.0,2,159
Wrigleyville Garden Studio,79.0,2,158
Top Floor Historic District Home (1916) Awaits You,79.0,1,79
Chic and Charming Vintage Condominium in Lincoln Park,79.0,3,239
"Steps to Shop, Eat, Train | Easy Access | Zencity",78.0,1,78
The Roost,78.0,1,78
Teeny Tiny Bohemian Lodge - Clean & Affordable,78.0,2,157
Private bath/queen bed- SUNNY - Logan Square,78.0,1,78
New! Loft Apartment-Chicago Disinfected,78.0,2,156
Luxury Corner 2 Bedroom in the Loop | Roof Deck,78.0,2,156
Comfort & Clean! 15 min ORD/Dwntwn2 & Parking,78.0,2,156
Single Room in Pilsen Chicago for 2,78.0,1,78
Gorgeous Bedroom with a Stunning Rooftop City View,78.0,2,156
North Side Near Wrigley Lakeview Walk Everywhere!!,78.0,2,156
Cozy Bedroom in Wrigleyville (Entire Apt),78.0,2,156
Historic East Village in West Town,78.0,3,235
Cabin #308 at 747 Lofts,77.0,1,77
Cabin #202 at 747 Lofts,77.0,1,77
Cabin #201 at 747 Lofts,77.0,1,77
An elegant Chicago Northside Getaway,77.0,2,154
Vintage West Town Charmer; Steps to Grand Ave Bus,77.0,1,77
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",77.0,1,77
Private Loft located near McCormick/Soldier Field,77.0,2,155
Sunny and Open Apartment,77.0,2,155
Entire Beautiful 3 Bed Unit Near Wrigley Field!,77.0,2,155
Spacious Clean Chicago Three Bedroom w/Parking,77.0,2,155
Spacious garden level suite,77.0,2,154
Lovely Bedroom 3 in a New Renovated Apartment,77.0,2,155
Sonder Jewelers Row | One-Bedroom Apartment,76.0,2,152
Gorgeous 1 Bedroom Condo In Chicago,76.0,1,76
"5-min to Downtown Chicago, near Pay Parking | 1BR",76.0,1,76
Chic PRVT Room w/ Full Bathroom | Logan Square,76.0,1,76
Wrigleyville Inn. Historic Greystone. Parking pass,76.0,1,76
Modern Luxury 4 Bed/3.5 Bath with Garage Parking!,76.0,1,76
Logan Video Game Studio,76.0,1,76
A Whimsical Fairy-tale Loft in Ravenswood Chicago,76.0,2,152
Bucktown Home w/ Free Garage Parking for 2 Cars!,76.0,1,76
Charming Edgewater/Andersonville Garden 1 bdrm.,76.0,2,153
Cozy Renovated Parking Close to Train Food,76.0,2,153
Chic Penthouse Corner 3BR Loft In Fulton Market | Featured In Architectural Digest,76.0,2,153
Sunny and Relaxing Apartment in Pilsen,76.0,2,153
"Little Italy/UIC 3 bdrm, 2.5 bath Condo",76.0,2,152
King Sized Sleep Number Mattress Nestled in Custom Home,76.0,3,229
"Charming, spacious cozy 2 bedrooms",76.0,2,153
Great location! Spacious and stylish residence!,75.0,2,150
Charming home in Roscoe Village/W. Lakeview,75.0,2,150
LOFT606:  Gigantic Sunlit Former Factory Home,75.0,1,75
Hip & Stylish 2BR Apt in Belmont,74.0,1,74
✨💫Luxury Gold Coast Home w/ Rooftop Pool & Gym 💫✨,74.0,1,74
"Staypineapple Chicago, Deluxe Queen",74.0,1,74
Ukrainian Village Garden Retreat,74.0,2,149
Chicago’s Dickens Place a trendy centralized flat,74.0,2,149
"⚡️NEW! Sunny & Cozy 3BDRM, 10min/ORD, 20min/DT❤️",74.0,2,148
"Stunning Spacious Flat ONLY STEPS to Wrigley, Bars",74.0,2,149
⭐️Walk + Transit Score 90+⭐️Pvt Bathroom⭐️3rd Fl⭐️,74.0,2,149
Top floor of a city cottage (up to 6 guests),74.0,3,223
Near Midway Airport great vacation & travel nurses,74.0,2,148
Cabin #208 at 747 Lofts,73.0,1,73
"McCormick332, Chinatown, SOX, GrantPark, UC",73.0,1,73
Lovely Large Lincoln Square Apt￨Parking,73.0,2,147
"Wicker Park 3 bedroom w/ parking, up to 11 guests",73.0,2,146
3- Pill Hill Mansion Bedroom w/Private Bath Wi-Fi,73.0,2,147
Greystone Garden Haven,73.0,2,146
Million Dollar Views! Luxury Downtown Skyhouse!,73.0,2,146
2 Cozy Bedrooms in a Hidden Wicker Park Gem!,72.0,1,72
🌹20th Floor Gold Coast Lux Apt w/ Pool and Gym 🌹,72.0,1,72
"DOWNTOWN PENTHOUSE #4 | Grant Park, Museums (+gym)",72.0,2,145
"❤︎ of Lincoln Park | 11ft Ceiling | 1,750ft² | W/D",72.0,2,144
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",72.0,1,72
McCormick Downtown #4| 2bd/2ba (gym+rooftop),72.0,2,144
1 mile from Wrigley Field,72.0,2,144
Simple Tastes Bedroom,72.0,1,72
Lovely UofC  Prof mansion great on campus location,72.0,1,72
Lovely 1BR Apt Steps from Wrigley!,72.0,2,145
The Glowing Getaway (2BR),71.0,1,71
Cabin #103 at 747 Lofts,71.0,1,71
10% Winter Promo! Chicago Local Vibe 1BR Apartment,71.0,1,71
Rogers Park Radiance! Walk to Loyola & Lakefront,71.0,1,71
Logan Square/Avondale Chic Retreat W/Peloton Bike,71.0,2,143
Chicago Lincoln Park Getaway,71.0,1,71
Huge 3Bd Apt in historic Sheridan Pk/Andersonville,71.0,2,142
"Spacious, light-drenched studio-private entrance!",71.0,2,142
Newly remodeled 1BR! Only 5 MIN walk to BLUE LINE!,71.0,2,143
Step Outside to the Blue Line!,71.0,1,71
Master Bedroom with Amazing  Downtown Chicago View,71.0,2,142
Garden Retreat in a Tranquil Location in West Lakeview,71.0,2,143
"Top location, sunny UofC Prof on campus home",71.0,1,71
Welcoming 2BR in Chicago's Best Neighborhood!,71.0,3,215
The Roscoe House near Wrigley Field,71.0,3,214
Sonder The Plymouth | Two-Bedroom Apartment,70.0,3,212
Chicago Lincoln Park North Pond 2 Bedroom Pied-à-Terre,70.0,1,70
"Spacious Home, Incredible Lincoln Park Location",70.0,1,70
Great Location! Next to Wrigley & Transit Cubs!,70.0,1,70
❤️PRIVATE FLOOR⭐ Two Sunlit Rooms in Chicago Centre,70.0,2,140
Stylish Corner 2 Bedroom in the Heart of Chicago | Roof Deck,70.0,2,141
"2BR in Andersonville-Walk to train, beach, shops!",70.0,1,70
MAG MILE Private Bed/Bath in a LUX 2BR/2BA Apt,70.0,2,140
Private Loft+King Bed+1 minute to Shops & Highway!,70.0,3,210
2nd fl clean spacious ntflix 2bdr No pets no party,70.0,2,141
Come Together in This Vibrant Restored Mansion near Wrigley,70.0,2,140
Soaring Dramatic Wrigley Loft w/ PRIVATE ROOFTOP,70.0,2,140
"Aloha Bangtel, Your Tropical Penthouse Paradise Wicker Park",70.0,2,140
Bridgeport Garden Apartment,70.0,2,140
Roscoe Village Haven,70.0,2,140
Garden Unit Near United Center,70.0,1,70
Sweet Home Chicago,70.0,3,211
Hyde Park - Walk to UChicago,70.0,3,211
Cabin #104 at 747 Lofts,69.0,1,69
Prime New House Perfect for your stay,69.0,2,139
3 bedroom townhome minutes from Downtown,69.0,3,208
Settle Inn Lincoln Park,69.0,2,138
Newly Renovated 3BR East Lakeview Coach House,69.0,2,139
Matt's Park Place,69.0,3,209
"Spacious suite near CTA/orange line, McKinley Park",69.0,2,138
Casa Corazón (W) near Rush / UIC,69.0,2,139
Eclectic West Town 2BR w/ Vintage Charm,69.0,3,209
Jewel Of Lakeview/Wrigley- walk to Wrigley/Parking,68.0,1,68
Vibrant & Stylish 4 Bed Condo near Humboldt Park,68.0,1,68
Hotel Perks - Private Bedroom | Private Bathroom,68.0,1,68
J44.Next toDowntown!By bus to go straight Downtown,68.0,2,136
"Charming Apt. near Wrigley/Cubs, Ravenswood/Uptown",68.0,2,137
"♥ OF CHICAGO 3 Beds, 2BTH Condo✶NearDowntown✶+Park",68.0,1,68
Beautiful Hollywood-Ridge Suite in Edgewater,68.0,2,137
Spacious & Relaxing Loft in Awesome Andersonville!,68.0,3,204
Private Bedroom + Bath in Rogers Park Family Home,68.0,2,136
Modern/Spacious 2BR/2BA West Town,68.0,3,205
Downtown Chicago 8 minutes away New Queen Bed,67.0,1,67
NEW Place with FREE Parking Spot!,67.0,1,67
Cabin #207 at 747 Lofts,67.0,1,67
Cabin #203 at 747 Lofts,67.0,1,67
"Private, Cozy Bedroom Near O’hare in Norwood Park",67.0,1,67
Spacious studio walking distance to Lake&Boystown,67.0,1,67
Welcome to The Mayfair Garden !,67.0,2,135
MODERNIZED Old Town/Lincoln Park LOFT (+parking),67.0,2,135
$Cozzy PrivateRoom-Safe NorthArea-FreeStreetParkng,67.0,1,67
Spacious & Private  Loft Apt in Historic Beverly,67.0,2,134
"HUGE unit, Wrigeyville, step to Wrigley, Metro",67.0,2,135
Quantum Schrodinger Apt,67.0,1,67
3R - Beautiful 3 BDRs near Chinatown & McCormick,67.0,2,135
"Large On Space, Huge On Comfort",67.0,2,135
Stylish First Flr. Studio. Best Location Division+Hermitage.,67.0,3,203
Cozy studio in amazing location,67.0,3,201
Coach house Wicker Park- Bucktown,67.0,2,135
Lux 2 bdr in Ravenswood close to Wrigley|Downtown,66.0,1,66
‼️🔆Spacious Gold Coast Apartment | Rooftop Pool🔆‼️,66.0,1,66
Modern Pilsen 2 Bedroom Entire Apartment!,66.0,1,66
Cabin #307 at 747 Lofts,66.0,1,66
Cabin #306 at 747 Lofts,66.0,1,66
Cabin #303 at 747 Lofts,66.0,1,66
☀️Amazing Gold Coast Apt w/ Rooftop Pool & Gym☀️,66.0,1,66
Vintage Logan Square Getaway,66.0,1,66
DOWNTOWN PENTHOUSE #5 | Vintage (+gym & balcony),66.0,2,132
DOWNTOWN PENTHOUSE#6 | Vintage Loft +gym&balcony,66.0,2,132
Cannabis Condo 4BR,66.0,1,66
Spacious 2BR on Quiet St - Free Park/Late Checkout,66.0,2,132
2 Bedroom  city apartment in the heart of Pilsen,66.0,2,132
